Edad;Unidad;Sexo;Periodo;Total
De 60 a 64 años;Valor absoluto;Ambos sexos;2024T4;206,1
De 60 a 64 años;Valor absoluto;Ambos sexos;2024T3;203,7
De 60 a 64 años;Valor absoluto;Ambos sexos;2024T2;204,6
De 60 a 64 años;Valor absoluto;Ambos sexos;2024T1;223,5
De 60 a 64 años;Valor absoluto;Ambos sexos;2023T4;196,1
De 60 a 64 años;Valor absoluto;Ambos sexos;2023T3;204,8
De 60 a 64 años;Valor absoluto;Ambos sexos;2023T2;201,7
De 60 a 64 años;Valor absoluto;Ambos sexos;2023T1;217,1
De 60 a 64 años;Valor absoluto;Ambos sexos;2022T4;212,4
De 60 a 64 años;Valor absoluto;Ambos sexos;2022T3;193,6
De 60 a 64 años;Valor absoluto;Ambos sexos;2022T2;216,6
De 60 a 64 años;Valor absoluto;Ambos sexos;2022T1;213,5
De 60 a 64 años;Valor absoluto;Ambos sexos;2021T4;213,8
De 60 a 64 años;Valor absoluto;Ambos sexos;2021T3;238,4
De 60 a 64 años;Valor absoluto;Ambos sexos;2021T2;201,9
De 60 a 64 años;Valor absoluto;Ambos sexos;2021T1;184,4
De 60 a 64 años;Valor absoluto;Ambos sexos;2020T4;194,1
De 60 a 64 años;Valor absoluto;Ambos sexos;2020T3;184,8
De 60 a 64 años;Valor absoluto;Ambos sexos;2020T2;171,0
De 60 a 64 años;Valor absoluto;Ambos sexos;2020T1;177,3
De 60 a 64 años;Valor absoluto;Ambos sexos;2019T4;181,5
De 60 a 64 años;Valor absoluto;Ambos sexos;2019T3;163,1
De 60 a 64 años;Valor absoluto;Ambos sexos;2019T2;170,4
De 60 a 64 años;Valor absoluto;Ambos sexos;2019T1;164,1
De 60 a 64 años;Valor absoluto;Ambos sexos;2018T4;175,0
De 60 a 64 años;Valor absoluto;Ambos sexos;2018T3;154,3
De 60 a 64 años;Valor absoluto;Ambos sexos;2018T2;169,0
De 60 a 64 años;Valor absoluto;Ambos sexos;2018T1;184,7
De 60 a 64 años;Valor absoluto;Ambos sexos;2017T4;170,4
De 60 a 64 años;Valor absoluto;Ambos sexos;2017T3;170,5
De 60 a 64 años;Valor absoluto;Ambos sexos;2017T2;177,5
De 60 a 64 años;Valor absoluto;Ambos sexos;2017T1;177,0
De 60 a 64 años;Valor absoluto;Ambos sexos;2016T4;184,8
De 60 a 64 años;Valor absoluto;Ambos sexos;2016T3;182,7
De 60 a 64 años;Valor absoluto;Ambos sexos;2016T2;179,1
De 60 a 64 años;Valor absoluto;Ambos sexos;2016T1;183,1
De 60 a 64 años;Valor absoluto;Ambos sexos;2015T4;186,8
De 60 a 64 años;Valor absoluto;Ambos sexos;2015T3;175,8
De 60 a 64 años;Valor absoluto;Ambos sexos;2015T2;174,6
De 60 a 64 años;Valor absoluto;Ambos sexos;2015T1;173,4
De 60 a 64 años;Valor absoluto;Ambos sexos;2014T4;165,7
De 60 a 64 años;Valor absoluto;Ambos sexos;2014T3;161,4
De 60 a 64 años;Valor absoluto;Ambos sexos;2014T2;168,2
De 60 a 64 años;Valor absoluto;Ambos sexos;2014T1;174,4
De 60 a 64 años;Valor absoluto;Ambos sexos;2013T4;169,8
De 60 a 64 años;Valor absoluto;Ambos sexos;2013T3;183,6
De 60 a 64 años;Valor absoluto;Ambos sexos;2013T2;166,5
De 60 a 64 años;Valor absoluto;Ambos sexos;2013T1;182,0
De 60 a 64 años;Valor absoluto;Ambos sexos;2012T4;158,1
De 60 a 64 años;Valor absoluto;Ambos sexos;2012T3;153,0
De 60 a 64 años;Valor absoluto;Ambos sexos;2012T2;155,4
De 60 a 64 años;Valor absoluto;Ambos sexos;2012T1;139,6
De 60 a 64 años;Valor absoluto;Ambos sexos;2011T4;131,6
De 60 a 64 años;Valor absoluto;Ambos sexos;2011T3;128,2
De 60 a 64 años;Valor absoluto;Ambos sexos;2011T2;118,0
De 60 a 64 años;Valor absoluto;Ambos sexos;2011T1;114,4
De 60 a 64 años;Valor absoluto;Ambos sexos;2010T4;120,8
De 60 a 64 años;Valor absoluto;Ambos sexos;2010T3;110,2
De 60 a 64 años;Valor absoluto;Ambos sexos;2010T2;115,9
De 60 a 64 años;Valor absoluto;Ambos sexos;2010T1;102,1
De 60 a 64 años;Valor absoluto;Hombres;2025T3;96,9
De 60 a 64 años;Valor absoluto;Hombres;2025T2;98,8
De 60 a 64 años;Valor absoluto;Hombres;2025T1;104,3
De 60 a 64 años;Valor absoluto;Hombres;2024T4;100,8
De 60 a 64 años;Valor absoluto;Hombres;2024T3;94,7
De 60 a 64 años;Valor absoluto;Hombres;2024T2;95,1
De 60 a 64 años;Valor absoluto;Hombres;2024T1;106,7
De 60 a 64 años;Valor absoluto;Hombres;2023T4;91,6
De 60 a 64 años;Valor absoluto;Hombres;2023T3;99,2
De 60 a 64 años;Valor absoluto;Hombres;2023T2;98,6
De 60 a 64 años;Valor absoluto;Hombres;2023T1;105,6
De 60 a 64 años;Valor absoluto;Hombres;2022T4;101,2
De 60 a 64 años;Valor absoluto;Hombres;2022T3;90,7
De 60 a 64 años;Valor absoluto;Hombres;2022T2;103,3
De 60 a 64 años;Valor absoluto;Hombres;2022T1;100,9
De 60 a 64 años;Valor absoluto;Hombres;2021T4;102,9
De 60 a 64 años;Valor absoluto;Hombres;2021T3;121,8
De 60 a 64 años;Valor absoluto;Hombres;2021T2;101,5
De 60 a 64 años;Valor absoluto;Hombres;2021T1;98,1
De 60 a 64 años;Valor absoluto;Hombres;2020T4;105,8
De 60 a 64 años;Valor absoluto;Hombres;2020T3;99,3
De 60 a 64 años;Valor absoluto;Hombres;2020T2;93,1
De 60 a 64 años;Valor absoluto;Hombres;2020T1;91,9
De 60 a 64 años;Valor absoluto;Hombres;2019T4;96,0
De 60 a 64 años;Valor absoluto;Hombres;2019T3;79,6
De 60 a 64 años;Valor absoluto;Hombres;2019T2;84,2
De 60 a 64 años;Valor absoluto;Hombres;2019T1;83,0
De 60 a 64 años;Valor absoluto;Hombres;2018T4;86,7
De 60 a 64 años;Valor absoluto;Hombres;2018T3;78,7
De 60 a 64 años;Valor absoluto;Hombres;2018T2;92,4
De 60 a 64 años;Valor absoluto;Hombres;2018T1;93,1
De 60 a 64 años;Valor absoluto;Hombres;2017T4;90,4
De 60 a 64 años;Valor absoluto;Hombres;2017T3;92,0
De 60 a 64 años;Valor absoluto;Hombres;2017T2;100,3
De 60 a 64 años;Valor absoluto;Hombres;2017T1;102,6
De 60 a 64 años;Valor absoluto;Hombres;2016T4;103,5
De 60 a 64 años;Valor absoluto;Hombres;2016T3;98,9
De 60 a 64 años;Valor absoluto;Hombres;2016T2;97,2
De 60 a 64 años;Valor absoluto;Hombres;2016T1;99,0
De 60 a 64 años;Valor absoluto;Hombres;2015T4;102,6
De 60 a 64 años;Valor absoluto;Hombres;2015T3;95,5
De 60 a 64 años;Valor absoluto;Hombres;2015T2;96,0
De 60 a 64 años;Valor absoluto;Hombres;2015T1;98,2
De 60 a 64 años;Valor absoluto;Hombres;2014T4;96,1
De 60 a 64 años;Valor absoluto;Hombres;2014T3;95,0
De 60 a 64 años;Valor absoluto;Hombres;2014T2;92,8
De 60 a 64 años;Valor absoluto;Hombres;2014T1;103,3
De 60 a 64 años;Valor absoluto;Hombres;2013T4;101,2
De 60 a 64 años;Valor absoluto;Hombres;2013T3;105,4
De 60 a 64 años;Valor absoluto;Hombres;2013T2;96,1
De 60 a 64 años;Valor absoluto;Hombres;2013T1;99,6
De 60 a 64 años;Valor absoluto;Hombres;2012T4;94,4
De 60 a 64 años;Valor absoluto;Hombres;2012T3;89,2
De 60 a 64 años;Valor absoluto;Hombres;2012T2;90,4
De 60 a 64 años;Valor absoluto;Hombres;2012T1;86,5
De 60 a 64 años;Valor absoluto;Hombres;2011T4;84,3
De 60 a 64 años;Valor absoluto;Hombres;2011T3;77,5
De 60 a 64 años;Valor absoluto;Hombres;2011T2;78,5
De 60 a 64 años;Valor absoluto;Hombres;2011T1;77,0
De 60 a 64 años;Valor absoluto;Hombres;2010T4;80,5
De 60 a 64 años;Valor absoluto;Hombres;2010T3;71,5
De 60 a 64 años;Valor absoluto;Hombres;2010T2;75,1
De 60 a 64 años;Valor absoluto;Hombres;2010T1;62,5
De 60 a 64 años;Valor absoluto;Mujeres;2025T3;112,7
De 60 a 64 años;Valor absoluto;Mujeres;2025T2;103,0
De 60 a 64 años;Valor absoluto;Mujeres;2025T1;118,4
De 60 a 64 años;Valor absoluto;Mujeres;2024T4;105,3
De 60 a 64 años;Valor absoluto;Mujeres;2024T3;109,0
De 60 a 64 años;Valor absoluto;Mujeres;2024T2;109,5
De 60 a 64 años;Valor absoluto;Mujeres;2024T1;116,9
De 60 a 64 años;Valor absoluto;Mujeres;2023T4;104,5
De 60 a 64 años;Valor absoluto;Mujeres;2023T3;105,6
De 60 a 64 años;Valor absoluto;Mujeres;2023T2;103,1
De 60 a 64 años;Valor absoluto;Mujeres;2023T1;111,5
De 60 a 64 años;Valor absoluto;Mujeres;2022T4;111,2
De 60 a 64 años;Valor absoluto;Mujeres;2022T3;102,9
De 60 a 64 años;Valor absoluto;Mujeres;2022T2;113,4
De 60 a 64 años;Valor absoluto;Mujeres;2022T1;112,6
De 60 a 64 años;Valor absoluto;Mujeres;2021T4;110,9
De 60 a 64 años;Valor absoluto;Mujeres;2021T3;116,6
De 60 a 64 años;Valor absoluto;Mujeres;2021T2;100,4
De 60 a 64 años;Valor absoluto;Mujeres;2021T1;86,3
De 60 a 64 años;Valor absoluto;Mujeres;2020T4;88,3
De 60 a 64 años;Valor absoluto;Mujeres;2020T3;85,6
De 60 a 64 años;Valor absoluto;Mujeres;2020T2;77,8
De 60 a 64 años;Valor absoluto;Mujeres;2020T1;85,4
De 60 a 64 años;Valor absoluto;Mujeres;2019T4;85,6
De 60 a 64 años;Valor absoluto;Mujeres;2019T3;83,5
De 60 a 64 años;Valor absoluto;Mujeres;2019T2;86,2
De 60 a 64 años;Valor absoluto;Mujeres;2019T1;81,1
De 60 a 64 años;Valor absoluto;Mujeres;2018T4;88,4
De 60 a 64 años;Valor absoluto;Mujeres;2018T3;75,6
De 60 a 64 años;Valor absoluto;Mujeres;2018T2;76,5
De 60 a 64 años;Valor absoluto;Mujeres;2018T1;91,6
De 60 a 64 años;Valor absoluto;Mujeres;2017T4;80,0
De 60 a 64 años;Valor absoluto;Mujeres;2017T3;78,5
De 60 a 64 años;Valor absoluto;Mujeres;2017T2;77,2
De 60 a 64 años;Valor absoluto;Mujeres;2017T1;74,4
De 60 a 64 años;Valor absoluto;Mujeres;2016T4;81,4
De 60 a 64 años;Valor absoluto;Mujeres;2016T3;83,8
De 60 a 64 años;Valor absoluto;Mujeres;2016T2;82,0
De 60 a 64 años;Valor absoluto;Mujeres;2016T1;84,0
De 60 a 64 años;Valor absoluto;Mujeres;2015T4;84,2
De 60 a 64 años;Valor absoluto;Mujeres;2015T3;80,3
De 60 a 64 años;Valor absoluto;Mujeres;2015T2;78,6
De 60 a 64 años;Valor absoluto;Mujeres;2015T1;75,2
De 60 a 64 años;Valor absoluto;Mujeres;2014T4;69,6
De 60 a 64 años;Valor absoluto;Mujeres;2014T3;66,3
De 60 a 64 años;Valor absoluto;Mujeres;2014T2;75,4
De 60 a 64 años;Valor absoluto;Mujeres;2014T1;71,1
De 60 a 64 años;Valor absoluto;Mujeres;2013T4;68,6
De 60 a 64 años;Valor absoluto;Mujeres;2013T3;78,2
De 60 a 64 años;Valor absoluto;Mujeres;2013T2;70,4
De 60 a 64 años;Valor absoluto;Mujeres;2013T1;82,4
De 60 a 64 años;Valor absoluto;Mujeres;2012T4;63,7
De 60 a 64 años;Valor absoluto;Mujeres;2012T3;63,8
De 60 a 64 años;Valor absoluto;Mujeres;2012T2;65,0
De 60 a 64 años;Valor absoluto;Mujeres;2012T1;53,2
De 60 a 64 años;Valor absoluto;Mujeres;2011T4;47,2
De 60 a 64 años;Valor absoluto;Mujeres;2011T3;50,7
De 60 a 64 años;Valor absoluto;Mujeres;2011T2;39,5
De 60 a 64 años;Valor absoluto;Mujeres;2011T1;37,4
De 60 a 64 años;Valor absoluto;Mujeres;2010T4;40,3
De 60 a 64 años;Valor absoluto;Mujeres;2010T3;38,7
De 60 a 64 años;Valor absoluto;Mujeres;2010T2;40,8
De 60 a 64 años;Valor absoluto;Mujeres;2010T1;39,6
De 60 a 64 años;Porcentaje;Ambos sexos;2025T3;8,0
De 60 a 64 años;Porcentaje;Ambos sexos;2025T2;7,9
De 60 a 64 años;Porcentaje;Ambos sexos;2025T1;8,0
De 60 a 64 años;Porcentaje;Ambos sexos;2024T4;7,9
De 60 a 64 años;Porcentaje;Ambos sexos;2024T3;7,4
De 60 a 64 años;Porcentaje;Ambos sexos;2024T2;7,4
De 60 a 64 años;Porcentaje;Ambos sexos;2024T1;7,5
De 60 a 64 años;Porcentaje;Ambos sexos;2023T4;6,9
De 60 a 64 años;Porcentaje;Ambos sexos;2023T3;7,1
De 60 a 64 años;Porcentaje;Ambos sexos;2023T2;7,2
De 60 a 64 años;Porcentaje;Ambos sexos;2023T1;6,8
De 60 a 64 años;Porcentaje;Ambos sexos;2022T4;6,9
De 60 a 64 años;Porcentaje;Ambos sexos;2022T3;6,4
De 60 a 64 años;Porcentaje;Ambos sexos;2022T2;7,2
De 60 a 64 años;Porcentaje;Ambos sexos;2022T1;6,6
De 60 a 64 años;Porcentaje;Ambos sexos;2021T4;6,8
De 60 a 64 años;Porcentaje;Ambos sexos;2021T3;6,9
De 60 a 64 años;Porcentaje;Ambos sexos;2021T2;5,6
De 60 a 64 años;Porcentaje;Ambos sexos;2021T1;5,0
De 60 a 64 años;Porcentaje;Ambos sexos;2020T4;5,2
De 60 a 64 años;Porcentaje;Ambos sexos;2020T3;5,0
De 60 a 64 años;Porcentaje;Ambos sexos;2020T2;5,1
De 60 a 64 años;Porcentaje;Ambos sexos;2020T1;5,4
De 60 a 64 años;Porcentaje;Ambos sexos;2019T4;5,7
De 60 a 64 años;Porcentaje;Ambos sexos;2019T3;5,1
De 60 a 64 años;Porcentaje;Ambos sexos;2019T2;5,3
De 60 a 64 años;Porcentaje;Ambos sexos;2019T1;4,9
De 60 a 64 años;Porcentaje;Ambos sexos;2018T4;5,3
De 60 a 64 años;Porcentaje;Ambos sexos;2018T3;4,6
De 60 a 64 años;Porcentaje;Ambos sexos;2018T2;4,8
De 60 a 64 años;Porcentaje;Ambos sexos;2018T1;4,9
De 60 a 64 años;Porcentaje;Ambos sexos;2017T4;4,5
De 60 a 64 años;Porcentaje;Ambos sexos;2017T3;4,6
De 60 a 64 años;Porcentaje;Ambos sexos;2017T2;4,5
De 60 a 64 años;Porcentaje;Ambos sexos;2017T1;4,2
De 60 a 64 años;Porcentaje;Ambos sexos;2016T4;4,4
De 60 a 64 años;Porcentaje;Ambos sexos;2016T3;4,2
De 60 a 64 años;Porcentaje;Ambos sexos;2016T2;3,9
De 60 a 64 años;Porcentaje;Ambos sexos;2016T1;3,8
De 60 a 64 años;Porcentaje;Ambos sexos;2015T4;3,9
De 60 a 64 años;Porcentaje;Ambos sexos;2015T3;3,6
De 60 a 64 años;Porcentaje;Ambos sexos;2015T2;3,4
De 60 a 64 años;Porcentaje;Ambos sexos;2015T1;3,2
De 60 a 64 años;Porcentaje;Ambos sexos;2014T4;3,0
De 60 a 64 años;Porcentaje;Ambos sexos;2014T3;3,0
De 60 a 64 años;Porcentaje;Ambos sexos;2014T2;3,0
De 60 a 64 años;Porcentaje;Ambos sexos;2014T1;2,9
De 60 a 64 años;Porcentaje;Ambos sexos;2013T4;2,9
De 60 a 64 años;Porcentaje;Ambos sexos;2013T3;3,1
De 60 a 64 años;Porcentaje;Ambos sexos;2013T2;2,8
De 60 a 64 años;Porcentaje;Ambos sexos;2013T1;2,9
De 60 a 64 años;Porcentaje;Ambos sexos;2012T4;2,6
De 60 a 64 años;Porcentaje;Ambos sexos;2012T3;2,6
De 60 a 64 años;Porcentaje;Ambos sexos;2012T2;2,7
De 60 a 64 años;Porcentaje;Ambos sexos;2012T1;2,5
De 60 a 64 años;Porcentaje;Ambos sexos;2011T4;2,5
De 60 a 64 años;Porcentaje;Ambos sexos;2011T3;2,6
De 60 a 64 años;Porcentaje;Ambos sexos;2011T2;2,4
De 60 a 64 años;Porcentaje;Ambos sexos;2011T1;2,3
De 60 a 64 años;Porcentaje;Ambos sexos;2010T4;2,6
De 60 a 64 años;Porcentaje;Ambos sexos;2010T3;2,4
De 60 a 64 años;Porcentaje;Ambos sexos;2010T2;2,5
De 60 a 64 años;Porcentaje;Ambos sexos;2010T1;2,2
De 60 a 64 años;Porcentaje;Hombres;2025T3;8,2
De 60 a 64 años;Porcentaje;Hombres;2025T2;8,2
De 60 a 64 años;Porcentaje;Hombres;2025T1;8,0
De 60 a 64 años;Porcentaje;Hombres;2024T4;8,2
De 60 a 64 años;Porcentaje;Hombres;2024T3;7,3
De 60 a 64 años;Porcentaje;Hombres;2024T2;7,3
De 60 a 64 años;Porcentaje;Hombres;2024T1;7,6
De 60 a 64 años;Porcentaje;Hombres;2023T4;6,9
De 60 a 64 años;Porcentaje;Hombres;2023T3;7,5
De 60 a 64 años;Porcentaje;Hombres;2023T2;7,5
De 60 a 64 años;Porcentaje;Hombres;2023T1;7,2
De 60 a 64 años;Porcentaje;Hombres;2022T4;7,0
De 60 a 64 años;Porcentaje;Hombres;2022T3;6,6
De 60 a 64 años;Porcentaje;Hombres;2022T2;7,4
De 60 a 64 años;Porcentaje;Hombres;2022T1;6,7
De 60 a 64 años;Porcentaje;Hombres;2021T4;7,0
De 60 a 64 años;Porcentaje;Hombres;2021T3;7,4
De 60 a 64 años;Porcentaje;Hombres;2021T2;6,1
De 60 a 64 años;Porcentaje;Hombres;2021T1;5,7
De 60 a 64 años;Porcentaje;Hombres;2020T4;6,1
De 60 a 64 años;Porcentaje;Hombres;2020T3;5,6
De 60 a 64 años;Porcentaje;Hombres;2020T2;5,6
De 60 a 64 años;Porcentaje;Hombres;2020T1;5,9
De 60 a 64 años;Porcentaje;Hombres;2019T4;6,4
De 60 a 64 años;Porcentaje;Hombres;2019T3;5,3
De 60 a 64 años;Porcentaje;Hombres;2019T2;5,5
De 60 a 64 años;Porcentaje;Hombres;2019T1;5,3
De 60 a 64 años;Porcentaje;Hombres;2018T4;5,5
De 60 a 64 años;Porcentaje;Hombres;2018T3;4,9
De 60 a 64 años;Porcentaje;Hombres;2018T2;5,5
De 60 a 64 años;Porcentaje;Hombres;2018T1;5,1
De 60 a 64 años;Porcentaje;Hombres;2017T4;5,0
De 60 a 64 años;Porcentaje;Hombres;2017T3;5,1
De 60 a 64 años;Porcentaje;Hombres;2017T2;5,3
De 60 a 64 años;Porcentaje;Hombres;2017T1;4,9
De 60 a 64 años;Porcentaje;Hombres;2016T4;4,9
De 60 a 64 años;Porcentaje;Hombres;2016T3;4,6
De 60 a 64 años;Porcentaje;Hombres;2016T2;4,3
De 60 a 64 años;Porcentaje;Hombres;2016T1;4,2
De 60 a 64 años;Porcentaje;Hombres;2015T4;4,3
De 60 a 64 años;Porcentaje;Hombres;2015T3;3,9
De 60 a 64 años;Porcentaje;Hombres;2015T2;3,7
De 60 a 64 años;Porcentaje;Hombres;2015T1;3,5
De 60 a 64 años;Porcentaje;Hombres;2014T4;3,4
De 60 a 64 años;Porcentaje;Hombres;2014T3;3,4
De 60 a 64 años;Porcentaje;Hombres;2014T2;3,2
De 60 a 64 años;Porcentaje;Hombres;2014T1;3,3
De 60 a 64 años;Porcentaje;Hombres;2013T4;3,3
De 60 a 64 años;Porcentaje;Hombres;2013T3;3,3
De 60 a 64 años;Porcentaje;Hombres;2013T2;3,0
De 60 a 64 años;Porcentaje;Hombres;2013T1;3,0
De 60 a 64 años;Porcentaje;Hombres;2012T4;2,9
De 60 a 64 años;Porcentaje;Hombres;2012T3;2,8
De 60 a 64 años;Porcentaje;Hombres;2012T2;2,9
De 60 a 64 años;Porcentaje;Hombres;2012T1;2,8
De 60 a 64 años;Porcentaje;Hombres;2011T4;3,0
De 60 a 64 años;Porcentaje;Hombres;2011T3;2,9
De 60 a 64 años;Porcentaje;Hombres;2011T2;3,0
De 60 a 64 años;Porcentaje;Hombres;2011T1;2,9
De 60 a 64 años;Porcentaje;Hombres;2010T4;3,2
De 60 a 64 años;Porcentaje;Hombres;2010T3;2,9
De 60 a 64 años;Porcentaje;Hombres;2010T2;3,0
De 60 a 64 años;Porcentaje;Hombres;2010T1;2,4
De 60 a 64 años;Porcentaje;Mujeres;2025T3;7,9
De 60 a 64 años;Porcentaje;Mujeres;2025T2;7,6
De 60 a 64 años;Porcentaje;Mujeres;2025T1;8,0
De 60 a 64 años;Porcentaje;Mujeres;2024T4;7,7
De 60 a 64 años;Porcentaje;Mujeres;2024T3;7,5
De 60 a 64 años;Porcentaje;Mujeres;2024T2;7,5
De 60 a 64 años;Porcentaje;Mujeres;2024T1;7,4
De 60 a 64 años;Porcentaje;Mujeres;2023T4;6,8
De 60 a 64 años;Porcentaje;Mujeres;2023T3;6,7
De 60 a 64 años;Porcentaje;Mujeres;2023T2;6,9
De 60 a 64 años;Porcentaje;Mujeres;2023T1;6,5
De 60 a 64 años;Porcentaje;Mujeres;2022T4;6,8
De 60 a 64 años;Porcentaje;Mujeres;2022T3;6,2
De 60 a 64 años;Porcentaje;Mujeres;2022T2;7,1
De 60 a 64 años;Porcentaje;Mujeres;2022T1;6,6
De 60 a 64 años;Porcentaje;Mujeres;2021T4;6,6
De 60 a 64 años;Porcentaje;Mujeres;2021T3;6,4
De 60 a 64 años;Porcentaje;Mujeres;2021T2;5,3
De 60 a 64 años;Porcentaje;Mujeres;2021T1;4,4
De 60 a 64 años;Porcentaje;Mujeres;2020T4;4,4
De 60 a 64 años;Porcentaje;Mujeres;2020T3;4,4
De 60 a 64 años;Porcentaje;Mujeres;2020T2;4,6
De 60 a 64 años;Porcentaje;Mujeres;2020T1;4,9
De 60 a 64 años;Porcentaje;Mujeres;2019T4;5,1
De 60 a 64 años;Porcentaje;Mujeres;2019T3;4,9
De 60 a 64 años;Porcentaje;Mujeres;2019T2;5,1
De 60 a 64 años;Porcentaje;Mujeres;2019T1;4,5
De 60 a 64 años;Porcentaje;Mujeres;2018T4;5,1
De 60 a 64 años;Porcentaje;Mujeres;2018T3;4,4
De 60 a 64 años;Porcentaje;Mujeres;2018T2;4,2
De 60 a 64 años;Porcentaje;Mujeres;2018T1;4,7
De 60 a 64 años;Porcentaje;Mujeres;2017T4;4,1
De 60 a 64 años;Porcentaje;Mujeres;2017T3;4,1
De 60 a 64 años;Porcentaje;Mujeres;2017T2;3,8
De 60 a 64 años;Porcentaje;Mujeres;2017T1;3,4
De 60 a 64 años;Porcentaje;Mujeres;2016T4;3,8
De 60 a 64 años;Porcentaje;Mujeres;2016T3;3,8
De 60 a 64 años;Porcentaje;Mujeres;2016T2;3,5
De 60 a 64 años;Porcentaje;Mujeres;2016T1;3,5
De 60 a 64 años;Porcentaje;Mujeres;2015T4;3,5
De 60 a 64 años;Porcentaje;Mujeres;2015T3;3,4
De 60 a 64 años;Porcentaje;Mujeres;2015T2;3,1
De 60 a 64 años;Porcentaje;Mujeres;2015T1;2,8
De 60 a 64 años;Porcentaje;Mujeres;2014T4;2,6
De 60 a 64 años;Porcentaje;Mujeres;2014T3;2,5
De 60 a 64 años;Porcentaje;Mujeres;2014T2;2,8
De 60 a 64 años;Porcentaje;Mujeres;2014T1;2,5
De 60 a 64 años;Porcentaje;Mujeres;2013T4;2,4
De 60 a 64 años;Porcentaje;Mujeres;2013T3;2,8
De 60 a 64 años;Porcentaje;Mujeres;2013T2;2,5
De 60 a 64 años;Porcentaje;Mujeres;2013T1;2,8
De 60 a 64 años;Porcentaje;Mujeres;2012T4;2,3
De 60 a 64 años;Porcentaje;Mujeres;2012T3;2,4
De 60 a 64 años;Porcentaje;Mujeres;2012T2;2,5
De 60 a 64 años;Porcentaje;Mujeres;2012T1;2,0
De 60 a 64 años;Porcentaje;Mujeres;2011T4;1,9
De 60 a 64 años;Porcentaje;Mujeres;2011T3;2,2
De 60 a 64 años;Porcentaje;Mujeres;2011T2;1,8
De 60 a 64 años;Porcentaje;Mujeres;2011T1;1,6
De 60 a 64 años;Porcentaje;Mujeres;2010T4;1,9
De 60 a 64 años;Porcentaje;Mujeres;2010T3;1,8
De 60 a 64 años;Porcentaje;Mujeres;2010T2;1,9
De 60 a 64 años;Porcentaje;Mujeres;2010T1;1,9
De 65 a 69 años;Valor absoluto;Ambos sexos;2025T3;23,1
De 65 a 69 años;Valor absoluto;Ambos sexos;2025T2;22,6
De 65 a 69 años;Valor absoluto;Ambos sexos;2025T1;25,8
De 65 a 69 años;Valor absoluto;Ambos sexos;2024T4;27,7
De 65 a 69 años;Valor absoluto;Ambos sexos;2024T3;19,5
De 65 a 69 años;Valor absoluto;Ambos sexos;2024T2;20,8
De 65 a 69 años;Valor absoluto;Ambos sexos;2024T1;26,7
De 65 a 69 años;Valor absoluto;Ambos sexos;2023T4;17,8
De 65 a 69 años;Valor absoluto;Ambos sexos;2023T3;23,1
De 65 a 69 años;Valor absoluto;Ambos sexos;2023T2;24,5
De 65 a 69 años;Valor absoluto;Ambos sexos;2023T1;21,6
De 65 a 69 años;Valor absoluto;Ambos sexos;2022T4;15,8
De 65 a 69 años;Valor absoluto;Ambos sexos;2022T3;15,7
De 65 a 69 años;Valor absoluto;Ambos sexos;2022T2;15,7
De 65 a 69 años;Valor absoluto;Ambos sexos;2022T1;20,6
De 65 a 69 años;Valor absoluto;Ambos sexos;2021T4;16,7
De 65 a 69 años;Valor absoluto;Ambos sexos;2021T3;18,0
De 65 a 69 años;Valor absoluto;Ambos sexos;2021T2;15,8
De 65 a 69 años;Valor absoluto;Ambos sexos;2021T1;12,5
De 65 a 69 años;Valor absoluto;Ambos sexos;2020T4;13,8
De 65 a 69 años;Valor absoluto;Ambos sexos;2020T3;12,9
De 65 a 69 años;Valor absoluto;Ambos sexos;2020T2;13,5
De 65 a 69 años;Valor absoluto;Ambos sexos;2020T1;11,8
De 65 a 69 años;Valor absoluto;Ambos sexos;2019T4;10,1
De 65 a 69 años;Valor absoluto;Ambos sexos;2019T3;9,9
De 65 a 69 años;Valor absoluto;Ambos sexos;2019T2;16,2
De 65 a 69 años;Valor absoluto;Ambos sexos;2019T1;11,1
De 65 a 69 años;Valor absoluto;Ambos sexos;2018T4;9,5
De 65 a 69 años;Valor absoluto;Ambos sexos;2018T3;8,9
De 65 a 69 años;Valor absoluto;Ambos sexos;2018T2;8,5
De 65 a 69 años;Valor absoluto;Ambos sexos;2018T1;7,9
De 65 a 69 años;Valor absoluto;Ambos sexos;2017T4;7,3
De 65 a 69 años;Valor absoluto;Ambos sexos;2017T3;8,4
De 65 a 69 años;Valor absoluto;Ambos sexos;2017T2;4,9
De 65 a 69 años;Valor absoluto;Ambos sexos;2017T1;6,6
De 65 a 69 años;Valor absoluto;Ambos sexos;2016T4;5,4
De 65 a 69 años;Valor absoluto;Ambos sexos;2016T3;6,6
De 65 a 69 años;Valor absoluto;Ambos sexos;2016T2;5,0
De 65 a 69 años;Valor absoluto;Ambos sexos;2016T1;7,3
De 65 a 69 años;Valor absoluto;Ambos sexos;2015T4;6,4
De 65 a 69 años;Valor absoluto;Ambos sexos;2015T3;5,6
De 65 a 69 años;Valor absoluto;Ambos sexos;2015T2;5,0
De 65 a 69 años;Valor absoluto;Ambos sexos;2015T1;6,2
De 65 a 69 años;Valor absoluto;Ambos sexos;2014T4;6,8
De 65 a 69 años;Valor absoluto;Ambos sexos;2014T3;5,8
De 65 a 69 años;Valor absoluto;Ambos sexos;2014T2;5,8
De 65 a 69 años;Valor absoluto;Ambos sexos;2014T1;7,9
